|6.6.6
pyrolite_1.tab                                                                                      
           2
P(bar)  
   1.0000000000000000     
   15000.090000000000     
         101
T(K)    
   200.00000000000000     
   40.000000000000000     
         101
          14
P(bar)         T(K)           rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  780006.        760.000        5131.16       0.131907E-004  0.196265E-006  0.517832E+007  0.257880E+007   10.0458        12.9587        7.08926        1201.31       0.434837E+007   1070.52        1.93348     
  795006.        760.000        5146.25       0.130551E-004  0.194263E-006  0.523068E+007  0.259675E+007   10.0817        12.9969        7.10346        1197.31       0.463723E+007   1069.48        1.92781     
  810006.        760.000        5161.23       0.129226E-004  0.192306E-006  0.528295E+007  0.261461E+007   10.1172        13.0347        7.11749        1193.35       0.492527E+007   1068.45        1.92222     
  825006.        760.000        5176.11       0.127931E-004  0.190391E-006  0.533513E+007  0.263237E+007   10.1524        13.0721        7.13135        1189.43       0.521251E+007   1067.43        1.91669     
  840006.        760.000        5190.88       0.126665E-004  0.188517E-006  0.538721E+007  0.265004E+007   10.1874        13.1092        7.14506        1185.55       0.549894E+007   1066.42        1.91124     
  855006.        760.000        5205.57       0.125425E-004  0.186686E-006  0.543914E+007  0.266769E+007   10.2219        13.1460        7.15869        1181.65       0.578453E+007   1065.42        1.90584     
  870006.        760.000        5220.13       0.124213E-004  0.184888E-006  0.549109E+007  0.268511E+007   10.2563        13.1823        7.17201        1177.93       0.606946E+007   1064.42        1.90053     
  885006.        760.000        5234.61       0.123027E-004  0.183130E-006  0.554290E+007  0.270251E+007   10.2903        13.2184        7.18524        1174.17       0.635356E+007   1063.44        1.89527     
  900006.        760.000        5248.99       0.121865E-004  0.181408E-006  0.559463E+007  0.271982E+007   10.3240        13.2542        7.19833        1170.46       0.663690E+007   1062.46        1.89008     
  915006.        760.000        5263.27       0.120728E-004  0.179722E-006  0.564626E+007  0.273703E+007   10.3574        13.2896        7.21127        1166.78       0.691948E+007   1061.49        1.88495     
  930007.        760.000        5277.47       0.119615E-004  0.178069E-006  0.569781E+007  0.275420E+007   10.3906        13.3247        7.22412        1163.17       0.720135E+007   1060.53        1.87988     
  945007.        760.000        5291.58       0.118526E-004  0.176446E-006  0.574933E+007  0.277150E+007   10.4236        13.3598        7.23711        1159.71       0.748258E+007   1059.58        1.87487     
  960007.        760.000        5305.59       0.117456E-004  0.174858E-006  0.580072E+007  0.278839E+007   10.4562        13.3943        7.24952        1156.12       0.776294E+007   1058.64        1.86991     
  975007.        760.000        5319.52       0.116406E-004  0.173303E-006  0.585200E+007  0.280505E+007   10.4886        13.4283        7.26163        1152.45       0.804250E+007   1057.69        1.86502     
  990007.        760.000        5358.82       0.124406E-004  0.174762E-006  0.580819E+007  0.286088E+007   10.4108        13.4003        7.30660        1139.40       0.831363E+007   1055.97        1.85134     
 0.100501E+007   760.000        5393.31       0.130416E-004  0.175534E-006  0.578458E+007  0.291280E+007   10.3564        13.3890        7.34899        1128.45       0.858415E+007   1054.34        1.83950     
 0.102001E+007   760.000        5422.91       0.134628E-004  0.175612E-006  0.578142E+007  0.295804E+007   10.3253        13.3918        7.38560        1121.74       0.885628E+007   1052.98        1.82946     
 0.103501E+007   760.000        5437.36       0.133421E-004  0.174110E-006  0.583042E+007  0.297842E+007   10.3551        13.4263        7.40114        1117.89       0.912959E+007   1051.82        1.82460     
 0.105001E+007   760.000        5451.74       0.132239E-004  0.172638E-006  0.587927E+007  0.299828E+007   10.3847        13.4600        7.41598        1114.21       0.940230E+007   1050.66        1.81978     
 0.106501E+007   760.000        5465.90       0.131088E-004  0.171190E-006  0.592812E+007  0.301885E+007   10.4142        13.4943        7.43173        1110.27       0.967414E+007   1049.54        1.81451     
 0.108001E+007   760.000        5480.27       0.129939E-004  0.169775E-006  0.597670E+007  0.303868E+007   10.4431        13.5273        7.44631        1106.55       0.994532E+007   1048.37        1.81031     
 0.109501E+007   760.000        5494.46       0.128824E-004  0.168388E-006  0.602513E+007  0.305782E+007   10.4718        13.5596        7.46008        1103.05       0.102160E+008   1047.24        1.80564     
 0.111001E+007   760.000        5508.53       0.127726E-004  0.167020E-006  0.607365E+007  0.307802E+007   10.5004        13.5927        7.47511        1099.18       0.104857E+008   1046.11        1.80102     
 0.112501E+007   760.000        5522.59       0.126652E-004  0.165684E-006  0.612185E+007  0.309745E+007   10.5286        13.6247        7.48912        1095.50       0.107549E+008   1044.99        1.79644     
 0.114001E+007   760.000        5536.57       0.125596E-004  0.164371E-006  0.616998E+007  0.311682E+007   10.5565        13.6565        7.50301        1091.83       0.110234E+008   1043.88        1.79191     
 0.115501E+007   760.000        5550.49       0.124560E-004  0.163083E-006  0.621798E+007  0.313576E+007   10.5842        13.6877        7.51632        1088.28       0.112913E+008   1042.78        1.78741     
 0.117001E+007   760.000        5564.42       0.123547E-004  0.161825E-006  0.626559E+007  0.315369E+007   10.6114        13.7175        7.52835        1084.95       0.115587E+008   1041.69        1.78293     
 0.118501E+007   760.000        5578.17       0.122546E-004  0.160576E-006  0.631358E+007  0.317305E+007   10.6388        13.7488        7.54210        1081.23       0.118251E+008   1040.60        1.77854     
 0.120001E+007   760.000        5591.89       0.121563E-004  0.159354E-006  0.636132E+007  0.319196E+007   10.6658        13.7793        7.55526        1077.58       0.120909E+008   1039.51        1.77418     
 0.121501E+007   760.000        5605.55       0.120598E-004  0.158151E-006  0.640902E+007  0.321030E+007   10.6927        13.8092        7.56770        1074.12       0.123562E+008   1038.44        1.76985     
 0.123001E+007   760.000        5619.19       0.119652E-004  0.156974E-006  0.645638E+007  0.322861E+007   10.7191        13.8386        7.58002        1070.53       0.126207E+008   1037.37        1.76556     
 0.124501E+007   760.000        5632.75       0.118720E-004  0.155814E-006  0.650380E+007  0.324671E+007   10.7454        13.8678        7.59209        1067.02       0.128847E+008   1036.30        1.76131     
 0.126001E+007   760.000        5646.24       0.117804E-004  0.154672E-006  0.655115E+007  0.326468E+007   10.7716        13.8968        7.60398        1063.53       0.131480E+008   1035.25        1.75710     
 0.127501E+007   760.000        5659.66       0.116903E-004  0.153549E-006  0.659845E+007  0.328252E+007   10.7976        13.9255        7.61568        1060.06       0.134107E+008   1034.20        1.75293     
 0.129001E+007   760.000        5673.01       0.116018E-004  0.152441E-006  0.664575E+007  0.330009E+007   10.8234        13.9538        7.62705        1056.70       0.136729E+008   1033.16        1.74881     
 0.130501E+007   760.000        5686.30       0.115145E-004  0.151352E-006  0.669294E+007  0.331786E+007   10.8491        13.9822        7.63861        1053.18       0.139343E+008   1032.12        1.74472     
 0.132001E+007   760.000        5699.51       0.114287E-004  0.150278E-006  0.674016E+007  0.333539E+007   10.8747        14.0102        7.64988        1049.77       0.141952E+008   1031.10        1.74068     
 0.133501E+007   760.000        5712.64       0.113442E-004  0.149219E-006  0.678737E+007  0.335283E+007   10.9001        14.0381        7.66103        1046.39       0.144555E+008   1030.07        1.73667     
 0.135001E+007   760.000        5725.71       0.112610E-004  0.148175E-006  0.683457E+007  0.337018E+007   10.9255        14.0658        7.67206        1043.04       0.147152E+008   1029.06        1.73271     
 0.136501E+007   760.000        5738.69       0.111790E-004  0.147146E-006  0.688179E+007  0.338748E+007   10.9508        14.0934        7.68302        1039.73       0.149744E+008   1028.05        1.72879     
 0.138001E+007   760.000        5751.60       0.110983E-004  0.146130E-006  0.692901E+007  0.340472E+007   10.9759        14.1209        7.69389        1036.45       0.152330E+008   1027.05        1.72491     
 0.139501E+007   760.000        5764.44       0.110187E-004  0.145127E-006  0.697625E+007  0.342190E+007   11.0010        14.1482        7.70468        1033.21       0.154910E+008   1026.05        1.72107     
 0.141001E+007   760.000        5777.20       0.109403E-004  0.144139E-006  0.702349E+007  0.343902E+007   11.0260        14.1754        7.71540        1030.00       0.157485E+008   1025.06        1.71727     
 0.142501E+007   760.000        5789.90       0.108631E-004  0.143164E-006  0.707071E+007  0.345616E+007   11.0509        14.2025        7.72612        1026.79       0.160054E+008   1024.08        1.71350     
 0.144001E+007   760.000        5802.51       0.107869E-004  0.142199E-006  0.711804E+007  0.347314E+007   11.0757        14.2295        7.73666        1023.72       0.162619E+008   1023.10        1.70978     
 0.145501E+007   760.000        5815.05       0.107118E-004  0.141249E-006  0.716533E+007  0.349015E+007   11.1005        14.2564        7.74721        1020.64       0.165178E+008   1022.13        1.70609     
 0.147001E+007   760.000        5827.52       0.106378E-004  0.140310E-006  0.721264E+007  0.350711E+007   11.1251        14.2832        7.75769        1017.61       0.167732E+008   1021.17        1.70244     
 0.148501E+007   760.000        5839.92       0.105648E-004  0.139384E-006  0.725995E+007  0.352403E+007   11.1497        14.3099        7.76812        1014.62       0.170280E+008   1020.21        1.69882     
 0.150001E+007   760.000        5852.25       0.104929E-004  0.138470E-006  0.730726E+007  0.354091E+007   11.1742        14.3365        7.77850        1011.66       0.172824E+008   1019.25        1.69524     
  1.00000        800.000        3207.90       0.304907E-004  0.962900E-006  0.107861E+007   622585.        5.79858        7.71367        4.40544        1695.48      -0.128956E+008   1156.54        3.09268     
  15001.1        800.000        3382.85       0.294338E-004  0.800943E-006  0.128853E+007   743590.        6.17171        8.20964        4.68841        1673.03      -0.124589E+008   1153.51        2.93273     
  30001.2        800.000        3423.46       0.274245E-004  0.754262E-006  0.136339E+007   766340.        6.31070        8.34695        4.73128        1659.53      -0.120290E+008   1150.00        2.89795     
  45001.3        800.000        3461.66       0.257004E-004  0.714598E-006  0.143504E+007   788196.        6.43857        8.47433        4.77172        1646.97      -0.116033E+008   1146.91        2.86597     
  60001.4        800.000        3506.54       0.254269E-004  0.676365E-006  0.151489E+007   822363.        6.57280        8.62968        4.84275        1633.60      -0.111831E+008   1145.92        2.82928     
